Match,Category.category,Category.subssubgroup,Aantal,Voorbeeld_product_titel,Voorbeeld_product_beschrijving,Voorbeeld_product_link
,diy,Ketelstofzuigers,492,Einhell Elektrische Afzuiginstallatie TE-VE 550/2 A - 550 W - Stopcontact voor maximaal 2500 W - Opvangzak: 65 L - Lengte zuigslang: 250 cm - 1600 Pa,"<h3><strong>Einhell Elektrische Afzuiginstallatie TE-VE 550/2 A</strong></h3> <p>Met de krachtige Afzuiginstallatie TE-VE 550/2 A kunnen zware zaagwerkzaamheden schoon worden uitgevoerd. Zaagsel, stof en spanen worden zonder vervelende schoonmaakpauzes naar de opvangzak getransporteerd. De duurzame inductiemotor maakt indruk dankzij zijn hoge zuigkracht en stille werking. Een automatisch stopcontact zorgt ervoor dat het afzuigsysteem automatisch start zodra de aangesloten machine wordt gestart. Na het uitschakelen van de machine, die op het automatische stopcontact is aangesloten, blijft de afzuiginstallatie nog een tijdje afzuigen om ervoor te zorgen dat het zaagsel, stof en spanen in de slang volledig worden afgezogen. Het stabiele onderstel met vuilopvangzaksteun zorgt voor een veilige stand. <br /><br />Dankzij de handgreep en het onderstel kan de afzuiginstallatie eenvoudig naar iedere gewenste locatie worden verplaatst. De vuilopvangzak is voorzien van een snelsluiting en is snel te verwisselen. Een uitgebreide adapterset is bij de levering inbegrepen, zodat zoveel mogelijk machines op de afzuiginstallatie kunnen worden aangesloten.</p> <h3><strong>Belangrijkste voordelen</strong></h3> <ul> <li>Automatisch stopcontact met startfunctie (gesnoerd gereedschap)</li> <li>Handgreep en onderstel voor mobiel gebruik</li> <li>Stevige stand dankzij stabiele voet (met opvangzaksteun)</li> <li>Flexibele zuigslang (Ø100 mm) met een lengte van 250 cm</li> <li>Inclusief afzuigadapter 2x 36 mm naar 100 mm</li> <li>Extra multi-adapterset (Ø36-100 mm)</li> <li>Snelsluiting voor het snel verwisselen van de opvangzak</li> <li>Duurzame en soepel lopende inductiemotor</li> </ul> <h3><strong>Technische specificaties</strong></h3> <ul> <li>Voeding: 220-240 V | 50-60 Hz</li> <li>Vermogen: 550 W</li> <li>Stationair toerental: 2850 /min</li> <li>Max. Luchtstroom: 1150 m³/h</li> <li>Vacuum: 1.6 kPa</li> <li>Max. Vermogen stopcontact 230 V: 2500 W</li> <li>Inhoud Opvangzak: 65 L</li> <li>Diameter van de Zuigslang: 36 mm</li> <li>Lengte van de Zuigslang: 2500 mm</li> </ul>",https://www.bol.com/nl/nl/p/einhell-afzuiginstallatie-te-ve-550-1-a-550w-65l/9300000017407614/
,diy,Keukenbladen,5724,vidaXL Wastafelblad - 160x50 cm - Massief Eikenhout Wastafelblad - Eikenhout - Keukenblad - Bureau Blad - Tafelblad,"<h3>Een stijlvol en duurzaam wastafelblad</h3> <p>Transformeer uw badkamer met het hoogwaardige vidaXL wastafelblad van massief eikenhout. Dit moderne en natuurlijke meubelstuk is ontworpen voor wie op zoek is naar een combinatie van functionaliteit en esthetiek. Met zijn royale afmetingen van 160 x 50 cm en een dikte variÃ«rend tussen 2 tot 4 cm, biedt dit wastafelblad voldoende ruimte en een prachtige uitstraling.</p> <h3>Hoogwaardige kwaliteit</h3> <p>Het wastafelblad is vervaardigd uit onbehandeld massief eikenhout, wat zorgt voor een robuuste en duurzame basis. Dankzij de natuurlijke rand behoudt het blad zijn authentieke uitstraling, waardoor het perfect past in elke badkamerstijl, van modern tot rustiek.</p> <h3>Kenmerken van het vidaXL Wastafelblad</h3> <ul> <li>Materiaal: Massief eikenhout (onbehandeld)</li> <li>Afmetingen: 160 x 50 x (2-4) cm (L x B x D)</li> <li>Draagvermogen met onderstel: 32 kg</li> <li>Voorzien van een natuurlijke rand</li> </ul> <h3>Waarom kiezen voor het vidaXL Wastafelblad?</h3> <p>Met dit wastafelblad kiest u voor een duurzaam en tijdloos product dat niet alleen praktisch is, maar ook een luxe uitstraling geeft aan uw badkamer. Combineer het met een onderstel naar keuze en geniet van een uniek en persoonlijk meubelstuk. Het onbehandelde hout geeft u bovendien de vrijheid om het blad naar eigen wens af te werken.</p> <p>Maak van uw badkamer een stijlvolle oase met het vidaXL wastafelblad. Bestel vandaag nog en ervaar de perfecte mix van kwaliteit en design!</p>",https://www.bol.com/nl/nl/p/vidaxl-wastafelblad-160x50-cm-massief-eikenhout-wastafelblad-eikenhout-keukenblad-bureau-blad-tafelblad/9300000224086176/
,diy,Keukenkraanonderdelen,1955,Kraanventilator met 4 sproeimodi - 360 graden draaibare kop - waterbesparende filter - keuken - badkamer - binnendraad 22 mm (FM22) - gepolijst chroom,"Vernieuwde Handdouche voor Wastafel - Verbeterde Waterdruk en Flexibiliteit Innovatieve Handdouche voor Wastafel <p>De vernieuwde handdouche voor de wastafel is een must-have voor in je badkamer. Met de verbeterde waterdruk en flexibiliteit zorgt deze handdouche voor ultiem gebruiksgemak en comfort tijdens het wassen.</p> Voordelen van het Product: <ul> <li>Vier waterafvoermodi voor diverse gebruiksmogelijkheden</li> <li>360 graden draaibare sproeier voor optimale bereikbaarheid</li> <li>Hoogwaardig ABS-kunststof voor duurzaamheid en roestbestendigheid</li> <li>Eenvoudige installatie zonder gereedschap</li> </ul> <p>De handdouche beschikt over vier verschillende waterstroommodi, waaronder de AquaBlade met dubbele straal, mistige dubbele straal, sterke straal en geventileerde straal. Hierdoor heb je altijd de juiste waterdruk en flexibiliteit om water te laten stromen waar je het nodig hebt.</p> <p>Met de 360 graden draaibare sproeier kun je de hoek van de waterstroom tot wel 40 graden aanpassen, zodat je gemakkelijk alle hoeken van de gootsteen of wastafel kunt bereiken. De handdouche is ook voorzien van een handige aansluiting met meegeleverde adapter, waardoor installatie een fluitje van een cent is.</p> <h3>Productspecificaties:</h3> <ul> <li>Materiaal: ABS-kunststof</li> <li>Waterafvoermodi: 4 modi</li> <li>Draaibare hoek: 360 graden</li> <li>Aansluiting: 22 mm binnendraad, adapter inbegrepen</li> <li>Eenvoudig schoon te maken en onderhouden</li> </ul>",https://www.bol.com/nl/nl/p/kraanventilator-met-4-sproeimodi-360-graden-draaibare-kop-waterbesparende-filter-keuken-badkamer-binnendraad-22-mm-gepolijst-chroom/9300000187904976/
,diy,Keukenkranen,4914,Quooker combi Flex Chroom 3 in 1,"<p>De FLEX is de nieuwste innovatie van Quooker. Een Eten & drinkendwaterkraan, uitgerust met een soepele uittrekslang voor warm en koud water. Het wassen van slabladeren gaat hiermee bijzonder makkelijk, net als het schoonspoelen van de borden, de spoelbak of die ene, te grote snijplank. Naast de handige uittrekslang, biedt de Quooker FLEX dezelfde voordelen als de vertrouwde Quooker.</p>",https://www.bol.com/nl/nl/p/quooker-combi-flex-chroom-3-in-1/9200000077102612/
,diy,Kit,2394,Seal-it 230 Topflex-P 310ml Grijs,"[description]Een KOMO gecertificeerde, beperkt overschilderbare en droog afmesbare siliconenkit, voor bouw en beglazing. [description][capacity]310[capacity]",https://www.bol.com/nl/nl/p/seal-it-230-overschilderbare-en-elastische-afdichtingskit-topflex-p-grijs/9200000057685932/
,diy,Kitaccessoires,1303,Tisa-Line Kit Afstrijker (om snel en netjes af te kitten),<p> Kitstrijker voor snel en netjes afkitten van siliconenkitten en acrylaatkitten. </p>,https://www.bol.com/nl/nl/p/tisa-line-kit-afstrijker/9200000099199138/
,diy,Kleurstalen,298,Kleuradviesset Herfsttype: Kleurenwaaier + Kleurenkaart Herfst - INCLUSIEF:  Online video-instructies + Algemeen kleuradvies voor het Herfsttype,"<p><strong>Herfsttype Kleurenwaaier + Kleurenpas: altijd uw mooiste kleuren bij de hand</strong></p> <p>Nooit meer zonder uw mooiste kleuren! De kleurenpas is creditcardformaat en past in uw portemonnee. Zo voorkomt u miskopen in de toekomst. De kleurenwaaier kunt u meenemen wanneer u gericht gaat winkelen en combinaties uit wilt proberen. Met onze kleuradviesset heeft u uw 32 mooiste kleuren altijd bij de hand.</p> <p>De kleurenwaaier en kleurenpas Herfsttype zijn een handige en stijlvolle hulpmiddelen voor het kleurpalet dat overeenkomt met het kleuradviestype Herfst en alle alle subtypen van het Herfsttype. U kunt zowel de kleurenwaaier als de pas voor de verschillende kleuradviesmethoden gebruiken.</p> <p><br /><br /><strong>Beschrijving van de kleurenwaaier </strong></p> <ul> <li>De Kleurenwaaier Herfsttype is formaat: 4,5 x 10,5 cm.</li> <li>De kleurenwaaier bevat in totaal 32 bladen met tinten die ideaal zijn voor het Herfstkleurtype. Ook alle subtypes van het Herfsttype zijn hierin vertegenwoordigd.</li> <li>UNIEK: De waaier bevat 2 schema’s van harmonieuze kleurencombinaties die prachtig zijn voor het Herfsttype. Elk combinatieblad geeft meer dan 10 combinaties voor een compleet beeld van de mogelijke combinaties.</li> <li>Materiaal kleurenwaaierpalet: dik glanzend papier.</li> <li>De waaier wordt geleverd in een stijlvolle beschermhoes tegen slijtage in uw tas</li> </ul> <p><strong>Beschrijving van de kleurenpas</strong></p> <ul> <li>De Kleurenkaart Herfsttype is creditcard-formaat en past zodoende in uw portemonnee</li> <li>Materiaal is onverwoestbaar PVC. De kaart gaat uw leven lang mee.</li> <li>De kleurenkaart bevat in totaal 32 tinten + uw 2 mooiste edelmetalen die ideaal zijn voor het Herfstkleurtype. Ook alle subtypes van het Herfsttype worden hierin vertegenwoordigd.</li> <li>Afwerking van de kleurenkaart is mat, zodat u geen last heeft van zonweerkaatsing.</li> <li>De kleuren zijn gescheiden met een witregel ter voorkoming van kleurbeïnvloeding.</li> <li>De kleuren corresponderen met de kleuren van de kleurenwaaier.</li> </ul> <p><strong>INCLUSIEF</strong>:</p> <ul> <li>Video-instructie om het maximale uit de kleurenwaaier en de kleurenpas te halen</li> <li>Algemeen kleuradvies voor het Herfsttype</li> </ul> <br /> <p> </p> <p> </p> <p> </p>",https://www.bol.com/nl/nl/p/kleuradviesset-herfsttype-kleurenwaaier-kleurenkaart-herfst-inclusief-online-video-instructies-algemeen-kleuradvies-voor-het-herfsttype/9300000043025754/
,diy,Kluizen,4243,Inbraakwerende kluis SISTEC Euroguard SE II A 3,<ul> <li>Bescherming tegen inbraak en brand</li> <li>ECB-S gecertificeerde inbraakwerendheid volgens EN 1143-1 Grade II​ (indicatie waardeberging : € 25.000 / € 50.000)</li> <li>Normering brandwerendheid : DIN 4102 (niet getest)</li> <li>Standaard uitgevoerd met EN 1300 gecertificeerd dubbelbaard klavierslot met 2 sleutels​​</li> <li>Legborden in hoogte verstelbaar : ja</li> <li>Deuropening : 180°</li> <li>Vergrendeling aantal zijden : 3</li> <li>Verankering : bodem (1x)</li> <li>Verankeringsmateriaal meegeleverd : ja</li> <li>Kleur/afwerking : RAL 7035 - lichtgrijs</li> </ul>,https://www.bol.com/nl/nl/p/inbraakwerende-kluis-sistec-euroguard-se-ii-a-3/9300000085292946/
,diy,Klusverlichting,2437,LED High Bay 100W met Sensor - Philips Driver - 120° - 175lm/W - 4000K - IP65 - Dimbaar - 5 Jaar Garantie,"<p></p> LED High Bay 100W met Sensor - Philips Driver - 120° - 175lm/W - 4000K - IP65 - Dimbaar - 5 Jaar Garantie <p>Deze professionele LED High Bay lamp is gemaakt van een hoge kwaliteit en maakt gebruik van Philips LED driver en Lumiled Chips. De LED chips hebben een lichtopbrengst van 175 lumen per Watt. Dit komt neer op een totale lichtopbrengst van maar liefst 17.500 lumen. Het kleurlicht dat uit de LED high bay komt is natuurlijk daglicht (4000K).</p> <p>De LED high bay heeft een IP-waarde van IP65. Dit houdt in dat deze stof- en straalwaterdicht is. Doordat de UFO kloklamp een IP65 certificering heeft, kan deze ook gebruikt worden in vochtige ruimtes.</p> <p>De 100W LED high bay is bestemd voor het verlichten van een ruimte met een hoogte van 4-6 meter. Mede hierdoor is de UFO lamp uitermate geschikt voor het verlichten van magazijnen, loodsen, fabrieken, stallen, sporthallen en werkplaatsen.</p> <h3>Inclusief Bewegingssensor</h3> <p>Deze LED UFO lamp wordt <strong>compleet geleverd</strong> inclusief bewegingssensor. Hierdoor wordt beweging gedetecteerd en verlicht de lamp automatisch de ruimte. Dit is bijvoorbeeld handig voor de efficiëntie op de werkvloer en voor de veiligheid in een magazijn. Ook is deze sensor ideaal te gebruiken in een opslag ruimte. Daar heb je waarschijnlijk niet de hele dag door licht nodig. Deze bewegingssensor heeft een detectieafstand van maximaal 15 meter.</p> <h3>Energiezuinig en gemaakt van hoge kwaliteit</h3> <p>De ufo lamp maakt gebruik van hoogwaardige componenten. Zo is deze ook voorzien van een krachtige transformator. De transformator heeft een powerfactor van >0,90. Dankzij de hoge powerfactor kunnen er meerdere LED high bays worden aangesloten op één groep. Hiernaast is de transformator dimbaar. Hierdoor kan je aan de hand van een 1-10V LED dimmer, de high bays eenvoudig dimmen en zo kiezen voor de juiste hoeveelheid licht.</p> <p>Zet al deze componenten in elkaar en je hebt een zeer energiezuinige en professionele LED high bay. Doordat de ufo lamp is gemaakt van hoge kwaliteit heeft deze een zeer lange levensduur van 50.000 branduren en wordt er standaard 5 jaar garantie gegeven. Ook is de High Bay GS gecertificeerd, wat een veilig product garandeert.</p> <h3>Gemakkelijke montage</h3> <p>De high bay LED wordt standaard geleverd met een ophangring. Ook zit er aan de LED UFO lamp een 30cm aansluitkabel. Dit betreft een 30cm H05RN-F 3x1.0mm² kabel. Tot slot raden we het aan om voor een veilige montage een IP68 connector mee te bestellen. Niet alleen zorgt dit voor een snellere montage, ook zorgt dit ervoor dat de aansluiting stof- en waterdicht blijft.</p> <p><b>Let op!</b> Dit product kan alleen in combinatie met de afstandsbediening van LEDVION gebruikt worden.</p> <p></p>",https://www.bol.com/nl/nl/p/ledvion-led-high-bay-100w-met-sensor-philips-driver-120-175lm-w-4000k-ip65-dimbaar-5-jaar-garantie/9300000183782889/
,diy,Kniebescherming,1091,Flow Evo+ Kniebeschermer voor kniebescherming - IXS,"Over dit item <p>Bij de ""Flow Evo+"" gaat het om een verdere ontwikkeling van de ""Flow""-kniebeschermer. Hij beschikt over structuurmatig herzien aeromesh-weefsel, dat voor hogere stevigheid en beter comfort zorgt.</p> <p>Materiaal: 100% polyester.</p> <p>Toepassing: trail, all-mountainbike, enduro- zeer goed geventileerd dankzij geperforeerde Xmatter-pads.</p> <p>De structuur van het Aeromesh-weefsel biedt hogere sterkte en beter comfort. Uitneembare Xmatter-pads.</p> Voordelen: <ul> <li>Hoge stevigheid</li> <li>Beter comfort</li> <li>Goed geventileerd</li> <li>Xmatter-pads voor bescherming</li> </ul> <p>De ""Flow Evo+"" kniebeschermer is ideaal voor trail, all-mountainbike, en enduro rijders die op zoek zijn naar een combinatie van bescherming, comfort en ventilatie. De aeromesh-weefsel zorgt voor een goede ventilatie en hogere sterkte, terwijl de uitneembare Xmatter-pads zorgen voor extra bescherming tijdens het rijden. Met deze kniebeschermers ben je goed beschermd en kun je vol vertrouwen op pad gaan.</p> Productspecificaties: <ul> <li>Materiaal: 100% polyester</li> <li>Toepassing: trail, all-mountainbike, enduro</li> <li>Geperforeerde Xmatter-pads voor ventilatie</li> <li>Uitneembare Xmatter-pads</li> </ul>",https://www.bol.com/nl/nl/p/flow-evo-kniebeschermer-voor-kniebescherming-ixs/9300000184673870/
,diy,Kozijnen,211,vidaXL Beslagset voor schuifdeur 183 cm staal wit - Onderdelenset Voor Schuifdeur - Onderdelensets Voor Schuifdeuren - Schuifdeuronderdelenset - Schuifdeurenonderdelenset,"<br /> <h3><strong> Beslagset voor schuifdeur 183 cm staal wit</strong></h3> <p>Met onze schuifdeuronderdelenset kan je de schuifdeuren van je schuur, keuken, studeerkamer, enz. geruisloos en moeiteloos openen of sluiten.</p> <p> </p> <ul> <li>Hoogwaardig materiaal: de schuifrails zijn gemaakt van gepoedercoat staal, dat stevig, duurzaam en robuust is. </li> <li>Compact ontwerp: de schuifdeur railset past in vrijwel elk interieur dankzij zijn compacte, tijdloze ontwerp. </li> <li>Veilig en betrouwbaar: dankzij de interne lagers schuiven je deuren soepel en geruisloos. Om te voorkomen dat de wieltjes loskomen, zijn deurstoppers bijgevoegd. De rubberen pakkingen vangen het schokken van de wieltjes op en dempen het geluid. </li> <li>Stabiliserend: de beslagset is voorzien van een vloergeleider om de beweging van de deur te stabiliseren. </li> </ul> <p> </p> <p>Opmerking:</p> <ul> <li>De deur is niet inbegrepen.</li> </ul> <h3><strong>Pluspunten</strong></h3> <li>Met deze onderdelenset voor schuifdeuren kan je de schuifdeuren van je schuur, keuken, studeerkamer, enz. geruisloos en moeiteloos openen of sluiten.</li> <br /> <h3>Kenmerken</h3> <ul> <li>Kleur: wit</li> <li>Materiaal: gepoedercoat staal</li> <li>Totale lengte van de schuifrail: 183 cm</li> <li>Draagvermogen: 100 kg</li> <li>Geschikte deurmaat: 60 - 91,5 cm breed, 35 - 45 mm dik</li> <li>Montage vereist</li> </ul> <h3>De levering</h3> <li>2 x schuifrail</li> <li>2 x roller</li> <li>2 x deurstopper</li> <li>1 x vloergeleider</li> <li>2 x anti-hobbelblok</li> <li>5 x bevestigingsklem</li> <li>Andere noodzakelijke onderdelen</li> <br /> <h3>Handig om te weten</h3> <li>Uw bestelling wordt in één pakket geleverd. U krijgt direct uw bezorginformatie van ons wanner uw bestelling succesvol is ingepakt. Wij wensen u veel plezier met uw aankoop. </li> <br /> <h3>Onze garanties voor jou</h3> <ul> <li>Wij zorgen ervoor dat je <strong>moeiteloos</strong> en zonder zorgen online kunt winkelen, met een klantenservice die altijd voor je klaarstaat!</li> <li>Je kunt rekenen op <strong>gratis</strong> levering van je bestelling, rechtstreeks bij je thuis. Geen onverwachte kosten of verrassingen!</li> <li>Ben je niet helemaal tevreden? Geen probleem! Je kunt je aankoop <strong>altijd</strong> gemakkelijk retourneren zonder gedoe.</li> <li>Vragen over je bestelling of product? Onze specialisten staan klaar om je snel en vakkundig te helpen!</li> </ul> <p>Bij vidaXL vind je een <strong>uitgebreid assortiment</strong> van <strong>betaalbare producten</strong> voor je huis en tuin. Van meubels en accessoires tot tuinbenodigdheden en zakelijke producten, vidaXL biedt een perfecte mix van kwaliteit en de laatste trends. Of je nu je woonkamer wilt vernieuwen of op zoek bent naar een functioneel nachtkastje voor de slaapkamer, bij vidaXL ben je aan het juiste adres.</p>",https://www.bol.com/nl/nl/p/vidaxl-beslagset-voor-schuifdeur-183-cm-staal-wit-onderdelenset-voor-schuifdeur-onderdelensets-voor-schuifdeuren-schuifdeuronderdelenset-schuifdeurenonderdelenset/9300000172182937/
,diy,Kranen,15686,Sanifun wastafelmengkraan Nero 15,<p>Sanifun wastafelmengkraan Nero 15<br />De Sanifun wastafelmengkraan Nero 15 is gemaakt van messing en mat zwart van kleur.<br />We hebben deze wastafelmengkraan ook in het chroom.<br />De Sanifun wastafelmengkraan Alex Chroom.<br /><br />Afmetingen:<br />Totale hoogte: 180 mm<br />Hoogte tot de uitloop: 78 mm<br />Aansluiting: 1/2<br /><br /> <br /></p>,https://www.bol.com/nl/nl/p/sanifun-wastafelmengkraan-nero-15/9300000126097266/
,diy,Ladders- Trappen en Steigers,4110,Petry - VGS trapdop 35mm - tbv 8-12 treeds trap voor achterrek - Per 2 stuks,"<p>Buiten afmeting: 4,2 x 2,7 cm</p> <p>Binnenmaat :</p> •36 mm Lang <br /> •20 mm Breed <br /> •24 mm Gaat in de trap <br /> •43mm Totalehoogte dop <br /> <p>prijs per stuk</p> <p>VGS trap; trapdop achterrek</p>",https://www.bol.com/nl/nl/p/petry-vgs-trap-trapdop-35mm-8-12-treeds-trap-voor-achterrek-per-2-stuks/9200000122687907/
